"","sciname","Genus","Species","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
"26","Arctoscopus japonicus","Arctoscopus","japonicus",559,"(Steindachner, 1881)","Japanese sandfish","Arjap_u4.jpg",NA,NA,NA,365,NA,6484,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,0,550,50550,NA,NA,NA,6,56527,NA,NA,31.04,30,"TL",NA,NA,56557,14,"TL",NA,NA,56557,200,NA,56557,NA,NA,NA,NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000",NA," "," ",0,0,0,0,0,-1,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on sandy-mud bottoms (Ref. 559).  Cultured and released for fishery in Japan.",NA,1.25,0,2,"1990-10-17T00:00:00.000Z",65,"2017-05-23T00:00:00.000Z",10,"1994-07-25T00:00:00.000Z",NA,463
"27","Artediellus atlanticus","Artediellus","atlanticus",4698,"Jordan & Evermann, 1898","Atlantic hookear sculpin","Aratl_m0.jpg",NA,NA,NA,277,NA,3856,NA,"elongated","R",NA,NA,0,0,0,-1,"demersal",NA,NA,35,900,35388,NA,NA,NA,NA,NA,NA,NA,39.65,15,"SL",10.6,"SL",35388,10.5,"TL",NA,NA,4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur on sandy or muddy bottoms (Ref. 4698).  Benthic (Ref. 58426).  Feed on polychaetes, small mollusks and very rarely small crustaceans (Ref. 4698).  Lives at temperatures of  -1.7-4°C.  Females lay 50-350 eggs with a diameter of 4mm in late summer (Ref. 35388).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",113,"2007-08-01T00:00:00.000Z",18,"1994-09-06T00:00:00.000Z",NA,4041
"28","Artediellus pacificus","Artediellus","pacificus",2850,"Gilbert, 1896","Hookhorn sculpin","Arpac_u0.gif",NA,NA,NA,277,NA,3856,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,15,137,2850,NA,NA,NA,NA,NA,NA,NA,22.18,5.7,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on mud and sand bottoms (Ref. 2850).",NA,0.5,0,10,"1994-07-12T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",NA,NA,NA,11708
"29","Artediellus scaber","Artediellus","scaber",4698,"Knipowitsch, 1907","Hamecon","Arsca_u0.gif",NA,NA,NA,277,NA,3856,NA,"elongated","R",NA,NA,0,0,-1,-1,"demersal",NA,NA,0,290,58426,NA,NA,NA,NA,NA,NA,NA,27.21,8.4,"TL",NA,NA,4698,6,NA,NA,NA,4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on sand-mud bottoms, mostly in brackish waters with bottom temperatures mostly near to or below 0°C and salinities of 10-15 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small bottom invertebrates (Ref. 4698).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",113,"2007-07-03T00:00:00.000Z",18,"1994-09-06T00:00:00.000Z",NA,4042
"30","Artediellus uncinatus","Artediellus","uncinatus",4698,"(Reinhardt, 1834)","Arctic hookear sculpin","Arunc_u0.jpg",NA,NA,NA,277,NA,3856,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,13,598,58426,13,183,5951,NA,NA,NA,NA,29.86,10,"TL",7.8,"TL",7251,NA,NA,NA,NA,NA,NA,NA,NA,"ARUNC_U1",NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on sand, mud or hard bottoms (Ref. 4698).  Benthic; feeds on invertebrates (Ref. 58426).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",14,"2007-08-01T00:00:00.000Z",18,"1994-09-06T00:00:00.000Z",NA,4043
"31","Artedius corallinus","Artedius","corallinus",2850,"(Hubbs, 1926)","Coralline sculpin","Arcor_u0.jpg",NA,NA,NA,277,NA,6702,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,33.59,14,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in rocky areas, intertidal and to 21 m depth.",NA,0.5312,0,1,"1991-05-01T00:00:00.000Z",949,"2007-03-06T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,4044
"32","Artedius fenestralis","Artedius","fenestralis",2850,"Jordan & Gilbert, 1883","Padded sculpin","Arfen_u0.gif",NA,NA,NA,277,NA,6702,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,1,55,2850,NA,NA,NA,NA,NA,NA,NA,33.59,14,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs from intertidal areas to 55 m depth (Ref. 2850).  Feeds on shrimps and small fishes (Ref. 4925).",NA,0.5312,0,1,"1991-05-01T00:00:00.000Z",113,"1999-03-25T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,4046
"33","Artedius lateralis","Artedius","lateralis",2850,"(Girard, 1854)","Smoothhead sculpin","Arlat_u5.jpg",NA,NA,NA,277,NA,6702,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,13,2850,NA,NA,NA,NA,NA,NA,NA,33.59,14,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in the intertidal (common) and to 13 m depth (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).",NA,0.5312,0,1,"1991-05-01T00:00:00.000Z",113,"1999-09-13T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4048
"34","Artedius notospilotus","Artedius","notospilotus",2850,"Girard, 1856","Bonehead sculpin","Arnot_u0.jpg",NA,NA,NA,277,NA,6702,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,1,52,96339,NA,NA,NA,NA,NA,NA,NA,45.57,25,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs from intertidal areas to 52 m depth (Ref. 96339).  Uncommon species.",NA,0.5312,0,1,"1991-05-01T00:00:00.000Z",2291,"2015-07-14T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4050
"35","Asemichthys taylori","Asemichthys","taylori",43939,"Gilbert, 1912","Spinynose sculpin","Ratay_u0.jpg",NA,NA,NA,277,NA,6305,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,5,50,43939,5,18,43939,NA,NA,NA,NA,25.58,7.6,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on sand and shell bottoms near rocky outcrops (Ref. 43939).",NA,1,0,1,"1991-05-01T00:00:00.000Z",14,"2013-07-04T00:00:00.000Z",303,"2013-07-04T00:00:00.000Z",NA,4052
"36","Askoldia variegata","Askoldia","variegata",27683,"Pavlenko, 1910",NA,NA,NA,NA,NA,393,"Opisthocentrinae",2640,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,2,140,50610,NA,60,51666,NA,NA,NA,NA,67.71,45,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,1,0,34,"1998-12-07T00:00:00.000Z",14,"2006-08-10T00:00:00.000Z",NA,NA,NA,50413
"37","Aulichthys japonicus","Aulichthys","japonicus",559,"Brevoort, 1862","Tubenose","Aujap_u0.jpg",NA,NA,NA,403,NA,3043,NA,"elongated","O",NA,NA,0,0,0,-1,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12.8,"SL",NA,NA,36318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in vegetated shallow waters.  Spawning occurs in early summer.  The eggs are laid in the peribranchial cavity of an ascidian.",NA,1.25,0,1,"1991-05-01T00:00:00.000Z",303,"2010-03-31T00:00:00.000Z",3,"1994-08-18T00:00:00.000Z",NA,4320
"38","Aulorhynchus flavidus","Aulorhynchus","flavidus",2850,"Gill, 1861","Tube-snout","Aufla_u2.jpg",NA,NA,NA,572,NA,634,NA,"elongated","O",NA,NA,0,0,0,-1,"benthopelagic",NA,NA,0,30,6885,NA,NA,NA,9,56049,NA,NA,24.65,18,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,-1,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in kelp beds, eelgrass, rocky areas, and over sand bottoms (Ref. 2850).  Usually near the surface in schools, sometimes in dense schools well offshore (Ref. 2850).  Feeds on small crustaceans and fish larvae (Ref. 6885).  Minimum depth reported taken from Ref. 57178.",NA,1.5,0,1,"1991-05-01T00:00:00.000Z",2,"2007-01-23T00:00:00.000Z",10,"1994-07-06T00:00:00.000Z",NA,3270
"39","Austrolycus laticinctus","Austrolycus","laticinctus",11954,"(Berg, 1895)",NA,"Aulat_u0.jpg",NA,NA,NA,188,"Lycodinae",1348,NA,"eel-like","R",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,82.4,"TL",NA,NA,11954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits rocky intertidal zones and estuaries with suitable conditions (Ref. 11954).",NA,0.75,0,14,"1998-04-27T00:00:00.000Z",303,"2008-07-09T00:00:00.000Z",NA,NA,NA,47975
"40","Azygopterus corallinus","Azygopterus","corallinus",6876,"Andriashev & Makushok, 1955",NA,NA,NA,NA,NA,393,"Azygopterinae",6496,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,60,200,50610,NA,NA,NA,NA,NA,NA,NA,52.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,1,0,113,"1999-02-12T00:00:00.000Z",303,"2013-11-28T00:00:00.000Z",NA,NA,NA,51466
"41","Bathyagonus alascanus","Bathyagonus","alascanus",2850,"(Gilbert, 1896)","Gray starsnout",NA,NA,NA,NA,283,"Bathyagoninae",6145,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,18,252,2850,NA,NA,NA,NA,NA,NA,NA,24.91,13,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits rocky areas (Ref. 2850).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",949,"2006-08-29T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4159
"42","Bathyagonus infraspinatus","Bathyagonus","infraspinatus",2850,"(Gilbert, 1904)","Spinycheek starsnout",NA,NA,NA,NA,283,"Bathyagoninae",6145,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,18,183,2850,NA,NA,NA,NA,NA,NA,NA,24.15,12,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",14,"2005-03-10T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4160
"43","Bathyagonus nigripinnis","Bathyagonus","nigripinnis",28197,"Gilbert, 1890","Blackfin poacher","Banig_u2.jpg",NA,NA,NA,283,"Bathyagoninae",6145,NA,"elongated","R",NA,NA,0,0,0,-1,"demersal",NA,NA,18,1290,50610,400,700,56575,9,56575,NA,NA,34.95,24.2,"TL",NA,NA,56575,20,"TL",NA,NA,56575,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on soft bottoms (Ref. 2850).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",949,"2006-08-31T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4161
"44","Bathyagonus pentacanthus","Bathyagonus","pentacanthus",28197,"(Gilbert, 1890)","Bigeye poacher",NA,NA,NA,NA,283,"Bathyagoninae",6145,NA,"elongated","r",NA,NA,0,0,0,-1,"demersal",NA,NA,110,910,28197,NA,NA,NA,NA,NA,NA,NA,33,23,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on soft bottoms (Ref. 2850).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",949,"2006-08-29T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4162
"45","Bathymaster derjugini","Bathymaster","derjugini",559,"Lindberg, 1930",NA,"Bader_u0.jpg",NA,NA,NA,369,NA,1384,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,65,50550,NA,NA,NA,NA,NA,NA,NA,57.37,18,"TL",NA,NA,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits rocky shore areas.",NA,0.5703,0,113,"1996-05-30T00:00:00.000Z",1287,"2006-03-27T21:10:58.000Z",NA,NA,NA,23545
"46","Bathymaster leurolepis","Bathymaster","leurolepis",2850,"McPhail, 1965","Smallmouth ronquil","Baleu_u0.jpg",NA,NA,NA,369,NA,1384,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,80,58017,NA,NA,NA,NA,NA,NA,NA,10.66,21,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits tide pools and shallow inshore areas (Ref. 2850).",NA,0.5703,0,1,"1991-05-01T00:00:00.000Z",949,"2007-03-23T00:00:00.000Z",10,"1994-07-25T00:00:00.000Z",NA,3691
"47","Bathymaster signatus","Bathymaster","signatus",2850,"Cope, 1873","Searcher","Basig_u0.jpg",NA,NA,NA,369,NA,1384,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,825,6793,35,380,50550,9,31682,NA,NA,37.54,38,"TL",NA,NA,48889,30,"TL",NA,NA,31682,370,NA,31682,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults are found offshore on soft bottoms (Ref. 2850); and deeper (to 300 m) than other ronquils (Ref. 48889). Reaches more than 38 cm (Ref. 48889).",NA,0.5703,0,1,"1991-05-01T00:00:00.000Z",1287,"2006-03-29T00:29:44.000Z",10,"1994-07-25T00:00:00.000Z",NA,3692
"48","Bellator loxias","Bellator","loxias",9352,"(Jordan, 1897)","Barred searobin","Belox_u1.jpg",NA,NA,NA,266,"Prionotinae",1151,NA,"elongated","r",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.15,15,"TL",NA,NA,9352,NA,NA,NA,NA,NA,NA,NA,NA,"BELOX_U1",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5039,0,113,"1995-07-25T00:00:00.000Z",303,"2013-07-15T00:00:00.000Z",NA,NA,NA,14255
"49","Bellator militaris","Bellator","militaris",7251,"(Goode & Bean, 1896)","Horned searobin","Bemil_u0.jpg",NA,NA,NA,266,"Prionotinae",1151,NA,"fusiform / normal","O",NA,NA,0,0,-1,-1,"demersal",NA,NA,40,110,26938,NA,NA,NA,NA,NA,NA,NA,21.88,12.5,"TL",NA,NA,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",57406,"no special ability",NA,NA,-1,"Found from bays and estuaries to the mid-shelf.  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406).",NA,0.5039,0,1,"1991-05-01T00:00:00.000Z",65,"2014-09-25T00:00:00.000Z",10,"1994-08-30T00:00:00.000Z",NA,4014
"50","Bembras megacephala","Bembras","megacephala",27966,"Imamura & Knapp, 1998","Greenspotted flathead",NA,NA,NA,NA,528,NA,625,NA,"elongated","R",NA,NA,0,0,0,-1,"demersal",NA,NA,150,280,27966,NA,NA,NA,NA,NA,NA,NA,18.06,23,"SL",NA,NA,27966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs over soft bottom of the continental shelf and continental slope.  Benthic (Ref. 75154).",NA,0.5332,0,14,"1999-02-01T00:00:00.000Z",1472,"2008-11-12T00:00:00.000Z",NA,NA,NA,51114
"51","Blepsias bilobus","Blepsias","bilobus",2850,"Cuvier, 1829","Crested sculpin","Blbil_u6.jpg",NA,NA,NA,585,NA,7285,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,250,50550,NA,NA,NA,NA,NA,NA,NA,42.23,25,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found near shore (Ref. 2850); often well above the bottom (Ref. 48798).",NA,0.7539,0,1,"1991-05-01T00:00:00.000Z",393,"2004-02-09T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4053
"52","Blepsias cirrhosus","Blepsias","cirrhosus",2850,"(Pallas, 1814)","Silverspotted sculpin","Blcir_u0.jpg",NA,NA,NA,585,NA,7285,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,150,50550,NA,NA,NA,NA,NA,NA,NA,32.03,20,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in intertidal areas and to 37 m depth, but more common in subtidal areas (Ref. 2850).  Often found among algae (Ref. 2850).  Adults inject eggs into the tissue near the gastral cavity of a sponge to use as a spawning bed (Ref. 34818).",NA,0.7539,0,1,"1991-05-01T00:00:00.000Z",65,"2014-02-27T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4054
"53","Bothragonus swanii","Bothragonus","swanii",28197,"(Steindachner, 1876)","Rockhead",NA,NA,NA,NA,283,"Bothragoninae",3284,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,0,18,2850,NA,NA,NA,NA,NA,NA,NA,19.5,8.9,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits intertidal areas and to 18 m depth (Ref. 2850).  Frequently caught in tide pools (Ref. 28197).  Its food consists mainly of tiny crustaceans (shrimp and crab-like creatures) which are picked from the bottom or very close to it (Ref. 4930).  Demersal spawner in nearshore habitats (Ref. 56049).",NA,0.75,0,1,"1991-05-01T00:00:00.000Z",2,"2006-11-28T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4163
"54","Bothrocara hollandi","Bothrocara","hollandi",11954,"(Jordan & Hubbs, 1925)",NA,"Bohol_u0.jpg",NA,NA,NA,188,"Lycodinae",436,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,140,1950,50550,NA,NA,NA,NA,NA,NA,NA,46.42,31.8,"SL",NA,NA,11954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5039,0,113,"1996-08-18T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",NA,NA,NA,25013
"55","Bothrocara molle","Bothrocara","molle",11954,"Bean, 1890","Soft eelpout","Bomol_u0.gif",NA,NA,NA,188,"Lycodinae",436,NA,"eel-like","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,60,2688,50610,NA,NA,NA,NA,NA,NA,NA,58.16,56,"TL",NA,NA,6885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5039,0,113,"1996-07-31T00:00:00.000Z",303,"2008-07-09T00:00:00.000Z",NA,NA,NA,24695
